"Experienced services provider is required in the areas of the event look, city dressing and branding for the FIFA Wolrd Cup 2018","Experienced services providers in the areas of the event look, city dressing and branding are sought for the 2017 FIFA Confederations Cup and the 2018 FIFA World Cup projects in Russia. A potential supplier should provide the complete solution, including development, production, delivery, installation, and continuous technical support of the large branding structures. 
Companies with experience in major sports sector and global events like Olympic games and World Cup are preferable. 
Companies need to provide evidence of established technology and project management systems, experience and available resources to be able to deliver across host cities in Russia. Potential suppliers are required to send a completed Application form in the format provided by local organising committee and provide supporting documentation to the local delivery authorities. 
Deadline for Application forms is 15 July 2016 (17.00 Moscow time).
If you are interested in this opportunity, please contact UKTI Moscow.",15/07/2016
Opportunity for UK companies to supply natural health foods.,"An established Bulgarian importer and distributor of spices, condiments, canned food, nuts/kernels, herbal products and infusions is looking to expand its product range. 
The company are already dealing in British and Indian brands and would like to add more health-conscious and organic products, particulartly such with an Indian or Asian twist, to its distribution list.
The company are also interested in bio-cosmetics and exotic-type oils.
Please apply below for further information.",10/09/2016
ICT management centre of the Polish ministry has announced a tender for delivery of notebooks,"The subject of the tender is delivery of new notebooks:
•	2,000 notebooks, min. 500GB HDD, 15” – 16” ,1920x1080 LED screen
•	6 notebooks, 1000GB, 17” HDD hybrid or SSD, 1920x1080 full HD screen
CPV:  30213000-5
Tender value: over 10, 671, 544 PLN
Bid bond: 200,000 PLN
Language To Respond In: Polish
Other Relevant Information: 1 GBP = app. 5.37 PLN
Evaluation criteria: Price: 70%, time of delivery: 20%, warranty: 10%
To monitor interest and provide more tailored customer service and advice, supplier responses are now routed through UK Trade & Investment's commercial offices. UK companies interested in this opportunity should click on Apply now below.
Interested parties should apply with a company profile and a detailed description of products or services. Please supply full contact details including postal address.",01/08/2016
Major Austrian social security institution tendering for an online storage software including associated IT services.,"For the social security institutions of Austria, a business warehouse is operated in SAP. The data are transferred from the connected SAP systems to the data warehouse using extractors. As data are required on a regular basis for purposes of obtaining statistics, they must be accessible and must not be deleted. As a result of continuously increasing amounts of data, the quality of reporting has been decreasing. To relieve the current production database, a business archiving software is needed to integrate data of the current SAP business warehouse. 
The estimated contract value amounts to 250,000 euros. The contract will be closed for a time frame of 12 months with the option to be extended. The most economically advantageous proposal will be awarded the project. 
For further information, please register your interest below with the team in UKTI Austria.",29/07/2016
220 000€ for hydraulic system implementation and ecological impact study,"The company in charge of Alqueva development and infrastructures has published a tender for the implementation project and ecological impact study for hydraulic system and respective irrigation blocks. Alqueva is an arch dam built in 2002 located in Alentejo region - southern Portugal. The Alqueva dam constitutes one of the largest dams and artificial lakes in Western Europe. 
The UK company will be expected to implement and provide the ecological impact study for the hydraulic system.
Please get in touch with UKTI team in Portugal for further information.",08/08/2016
Project Management Office (PMO) to oversee new runway development.,"The Contracting Authority for the new ""North Runway"" at Dublin Airport requires a multi-disciplinary project management team to provide professional services during the pre-contract, the contract execution, post award and contract close out phases.
The project management team (with a single lead consultant) shall demonstrate a sound understanding of and capability across the following areas:
- Project Management on multi-disciplinary projects
- Design review and verification for compliance
- Field engineering and quality assurance
- Oversee safety and security performance
- Site inspection
- Oversee implementation, execution and management of Contractor Construction Environmental Management Plans (CEMP)
- Project Controls
- Contract administration
- Valuation and Certification
- Forms of Contract, Contract Terms and Conditions
- Contract Negotiation
- Contract Close-Out
*Deadline for clarification of questions 23rd July 2016.",02/08/2016
UK manufacturers of cheese required,"A leading Danish cheese processor and wholesaler selling to the Danish mainstream retail and food service sector is looking to identify manufacturers of the following products:
Hard Cheese blocks - 10-20 kg suitable for Grating.
Organic Cheese - retail packs
Lactose Free and Vegan Cheese.
Please send a company profile and the products you can supply.  Thank you.",20/07/2016
Urgent - Suppliers of Fresh Organic Berries,"A Danish importer urgently requires UK suppliers of ORGANIC Fresh berries for a leading Danish supermarket. The individual packaging size should be suitable for retail customers.  The range could include raspberries, strawberries, blueberries, blackberries, blackcurrants, redcurrants, cranberries.
Please register your interest and include a short company profile and the type of berries you can supply.",12/07/2016
"Computerised driver theory testing service, delivery and management.","Irish agency responsible for reducing death and injuries on Irish roads, is seeking a Contractor for the continued delivery of a Driver Theory Test Service. The Theory Test services include the following: 
• Computerised testing service for the following theory tests:
- Learner Driver Theory Test, Certificate of Professional Competence certification process, Emergency Services Driving Standard Theory Test and Approved Driving Instructors Theory Test.
- Other Optional Services may also be required to be delivered, including (but not limited to) Hazard Perception Testing, One Stop Shop and Safe2 services.
The Theory Test Service shall also include the following services:
• Operation, maintenance and staffing of Theory Test Centres.
• Data Protection and Security services.
• Identity Validation.
• Call centre and Customer Services.
• Information Technology services.
• Road Safety Promotion.
• Translation and Assisted support
• Reporting, Monitoring and Performance Review and such Optional Services as may be required. 
*Deadline for clarification questions: 16th July 2016.",25/07/2016
"Construction and commissioning of waste water treatment plant at TPP Kostolac B, Serbia","The project aim is to construct waste water treatment plant (WWTP) within the thermo power plant (TPP) ‘Kostolac B’ which will provide the reduction of environmentally harmful waste water emissions into the Danube river, in line with requirements of the European Union's and Serbian relevant legislation related particularly to the water protection.
The project ‘construction and commissioning of the waste water treatment plant at TPP Kostolac B’ will significantly reduce negative environmental influence of waste waters by reducing the concentration of relevant pollutants (fuel oil, mineral oils, suspended solids, heavy metals, biochemical oxygen demand) at the WWTP outlet, so that they will be in accordance with EU directives and the Serbian national legislation and regulations, leading to an improvement of water quality around the TPP. The works shall be executed according to conditions of contract for plant and design build for electrical and mechanical works and for building and engineering works designed by the contractor (FIDIC ‘Yellow Book’).
A mandatory site visit and information meeting will be held on 9.8.2016 at TPP Kostolac B at city of Kostolac between 9:00 and 17:00, Central European Time. 
The deadline for submitting bids is 03 October 2016 at 12.00 (Central European Time).
For further information, please register your interest with the team in UKTI Serbia.",08/08/2016
Russian Telecom R&D company is looking to comission a part of its current project to a UK partner.,"Large Russian Telecom R&D company is implementing a project on Capacity transfer repeaters for cellular radio network and is looking to commission a part of product design and development to a UK company with relevant experteese. 
Specific area of potential UK partner company expertise should be LTE and UMTS radio frontend and processing.
The Russian company is a part of a large telecom holding developing solutions for key mobile operators.",01/12/2016
Single Crystal X-Ray Diffractometer is required by a University.,"The Danish Region of South Denmark  seeks delivery of a Single Crystal X-Ray Diffractometer for Instalment to The University of Southern Denmark.
Single-crystal X-ray Diffraction is a non-destructive analytical technique which provides detailed information about the internal lattice of crystalline substances, including unit cell dimensions, bond-lengths, bond-angles, and details of site-ordering. Directly related is single-crystal refinement, where the data generated from the X-ray analysis is interpreted and refined to obtain the crystal structure. 
For further information apply below to UKTI Denmark.",10/08/2016
Opportunity to enter the Russian market via joint projects with leading apps developer.,"One of the Russia's large mobile apps developer is looking to partner with UK Digital/Mobile Development Agencies to implement joint projects at both markets on iOS, Android, WP, Windows platforms.
The cumpany has developed over 100+ mobile apps, and has been consistently rated as one of the world's top-performing mobile development companies by AppIndex, Clutch, GoodFirms, Tagline, Runet, Ruward, CNews and MDJam, with the most recent rating as a Top 10 Android App Development Company in the world published on Yahoo! Finance on 24.02.2016.
It has an extensive customer database in Russia (with such big market players as Yandex, Mail.Ru, IKEA-Russia, Yota, Sberbank) UK companies will gain access to the Russian market via joint projects.",30/12/2016
"Interested parties are invited to bid for the manufacture, deliver and commission one new high speed passenger ferry of proven design","The ferry will be operating in the Table Bay area between the Nelson Mandela gateway at the Victoria and Alfred Waterfront in Cape Town Harbour, and Murray’s Bay Harbour at Robben Island
Please note that there is a compulsory briefing session for this opportunity on Friday 22 July 2016 in Cape Town, South Africa. The closing date for all bids is Friday 12 August 2016.
For more information register below with UKTI South Africa",21/07/2016
"The Department of Health in Western Cape, invites interested parties to bid for the supply and delivery of medical equipment/disposables.","The Department of Health in Western Cape, invites interested parties to bid for the supply and delivery of catheters, drainage bags and urology incontinence appliances to all hospitals/institutions under the control of the Department of Health, Western Cape Government for a period ending 31 March 2018.
Please note the closing date for all bids is Friday 29 July 2016.
For more information register below with UKTI South Africa",28/07/2016
A government agency in Nigeria has called for invitation to tender for various projects request for proposal/invitation to tender.,"As part of the efforts to achieve its mandate and in compliance with the requirements of the Public Procurement Act 2007, the agency invites proposals from reputable firms with proven experience to undertake the under-listed projects.
LOT DAP-1: Construction of Computer Laboratories, Supply and Installation of Generator, Air-Conditioners & Branded Window Blinds & Signage in selected schools (LOCATION: Various Locations)
LOT ICT-1: Supply & Installation of ICT & Furniture Facilities at Selected Schools (LOCATION: Various Locations)
LOT ADP-1: Supply & Installation of ICT Equipment in selected Tertiary Institutions (LOCATION: Various Locations)
LOT WIC-1: Wireless Internet Cloud for Tertiary Institutions (LOCATION: Various Locations)
LOT EWC: Bandwidth Renewal for Existing Wireless Cloud (LOCATION: Various Locations)
LOT ECR-1: Rehabilitation of ECC Sites (LOCATION: Various Locations)
LOT ECL-1: Installation of Optic Fibre Cable Link
LOT SCR-1: Central Data Centre Maintenance
LOT ECC-1: Managed Service/Business Process Operations (LOCATION: North Central)
LOT ITX-1: Provision of Additional ICT Tools for Staff
LOT IT-20: Procurement of Projectors and Interactive WhiteBoards
LOT AD-20: Construction of Drainage Service Oil Seepage at Head Office
LOT EC-FC: Additional Works in Emergency Communication Centre at Head Office
LOT EC-FC: Additional Works in Emergency Communication Centre (ECC) 
Eligibility criteria:
Interested contractors are to submit the following documents in the order stipulated below:
(i) Evidence of incorporation and registration with CAC
(ii) Genuine Tax Clearance for the proceeding 3 years i.e. 2013, 2014 and 2015
(iii) Evidence of current pension clearance certificate from PENCOM(for year 2015)
(iv) Evidence of compliance certificate with the provision of section 6(1) (3) of the amended Industrial Training Fund (ITF) Act No. 19 of 2011/Payment of Training Contributions to the Industrial Training Fund
(v) Certificate of Compliance with NSITF
(vi) Companies audited accounts for the proceeding 3 years, 2013, 2014 and 2015.
(vii) Evidence of Registration on the BPP’s National Database of Contractors, Consultants and Service Providers
(viii) Profile of the Company including list of similar projects executed, Letter of Awards/completion certificates and curriculum vitae of professionals in the Company’s employment backed by Certificate
(ix) Evidence of financial capability supported with bank statements for the last six months from a reputable bank
(x) Interested Firms MUST NOT submit bids for more than tow (2) lots
(xi) Every submission must be accompanied with an affidavit that all information and documents submitted are true and correct and that no officer of the Commission is a former or present director, shareholder or has any pecuniary interest in the bidder.
(xii) Please note that copies of Tax Clearance and Pencom Certificates will be forwarded to relevant Government Authorities for validation by the Commission in the course of the bidding process.
(xiii) Please note that for: FMEC-1, AD-12, AD-13, IT-9, Sa-2, AD-7, CM-1, SA-1, SA-2, DB-16, ICT-1 and SCR-1. Bidders must have annual turnover of N100,000,000.00 and above.
(xi) Please note that for: AD-10, FS-2, TS-5, DB-1, DB-15, Dap-1, ADp-1, WIC-1 and ECC-1, bidders must have annual turnover of N200,000,000.00 and above",05/08/2016
A government agency in Nigeria has called for invitation to tender for various projects request for proposal/invitation to tender.,"As part of the efforts to achieve its mandate and in compliance with the requirements of the Public Procurement Act 2007, the agency invites proposals from reputable firms with proven experience to undertake the under-listed projects.
LOT AD-1: Supply of Eight (8) units of 33KVA Sound Proof Generators for the Commission
LOT IT-2: Supply of six (6) units of HP Server and Consultancy services for the implementation of Share-Point Server
LOT EV-3: Supply of (1) unit Photocopy Machine Canon Image Runner Advance B295 Series
LOT PC-2: Supply of Books for National Donation Projects 2016
LOT AD-4: Maintenance of Kitchen and Canteen Equipment
LOT FMDB-4: Hospitality Management of DBI Learning Centre
LOT FMDB-5: Hospitality Management of DBI Learning Centre
LOT PCL-3: Supply of Books and Publications for the Commission’s Library
LOT DBL-1: Ancillary Works for Bar and Arcade at DBI Lagos
LOT IT-18: Supply of Comprehensive IT Tools and Accessories
LOT IT-19: Supply of Active Devices- Catalyst 3750 and 48 PE for the Head Office
LOT ECG-SE: Supply & Installation of Sound Proof Generator for ECG Sites in South East (LOCATION: South East)
LOT IT-21: Supply of Tablets with Travel Keyboard
LOT AD-4: Provision of Public Address System for the Commission
LOT AD-12: Supply of Office Furniture (LOCATION: Head and Zonal Offices)
LOT AD-13: Supply & Installation of Photocopying Machine
LOT AD-14: Supply and Installation of Gym Equipment
LOT AD-15: Supply & Installation of Kitchen Equipment
LOT AD-16: Supply of Project Vehicles
LOT AD-18: Procurement of e-Admin Software
LOT IT-11: Procurement of Device Enclosure (with 12×2 TB Hard Drive)
LOT IT-12: Procurement of Server Hardware Consumables
LOT IT-18: Procurement of ICT Tools and Accessories
LOT IT-19: Procurement of Server for Information Technology Service Management System (ITSM)
LOT TS-3: Procurement of Anristu High Performance Handheld Spectrum Analyser
LOT TS-4: Calibration of Spectrum Analyser and other Measuring Tools
LOT TS-5: Quality of Service Infrastructure System
LOT LR-1: Supply of Books and Journals
LOT CM-2: Procurement of EMF Measuring Device, Noise and Vibration
LOT AD-1: Design and Construction of Centralized Offsite Store/Warehouse/Archive
LOT AD-2: Procurement & Installation of Energy Saving Lighting Fitting in Common Areas
LOT AD-3: Supply & Installation of Cradle Equipment
LOT AD-5: Construction of a Proposed Zonal Office
LOT AD-6: Supply and Installation of Air Conditioner System
LOT AD-7: Supply and Installation of Aluminium Composite Cladding (Alucobond) on the External Walls of the Head Office Building
LOT AD-8: Improvement Works on the Head Office Building
LOT AD-9: Supply and Installation of Sectional Steel Ceiling
LOT AD-10: Supply and Installation of 625KVA Sound Proof Generators
LOT AD-11: Supply & Installation of 60 KVA Generators for Zonal Offices (LOCATION: Various Locations)
LOT CM-1: Procurement of Billing and Tariff Monitoring System
LOT SA-1: Supply and Installation of Monitoring and Geolocation Antenna/SATID Baseline Essential System
LOT SA-2: Procurement of Monitoring and Direction Finding Antennas for Fixed Monitoring Stations
LOT SA-3: Procurement of Monitoring Tools and Accessories including RFP-1 Preamplifier
LOT SA-4: Installation and Configuration of HF/VHF Radio Network
LOT SA-5: Annual Maintenance on the Spectrum Monitoring System
LOT IT-1: Upgrade of Internal Service in the Zonal Offices (Deployment of Bandwidth from the new ISP)
LOT IT-2: Installation of Redundancy in the Commissions Network Core Switch
LOT IT-3: Provision of Additional ICT Room
LOT IT-4: Installation and Implementation of Network Monitoring and Management Tool in Zonal Offices
LOT IT-5: Remodelling of Server Rooms in Three (3) Zonal Offices
LOT IT-14: Deployment/Test Environment for Staging Server Application
LOT ITP-17: Upgrade of Vendor Risk Management Software
LOT FS-2: Supply and Installation of Revenue Assurance Monitoring System
LOT FS-3: Upgrade of Budget Control Software to meet requirements of TSA
LOT TS-5: Upgrade of Existing Qvoice Equipment to Symphony
LOT DB-1: Construction Works at NCC/DBI Learning Centres (LOCATION: Various Locations)
LOT DB-12: Improvement Works in NCC H/O and Zonal Officers (LOCATION: Various Locations)
LOT DB-15: Conversion of DBI Head Office Facility in NCC Annex- Upgrade/Furnishing
LOT DB-16: Conversion of DBI Head Office Facility to NCC Annex – Movement/Furnishing 
Eligibility Criteria:
Interested contractors are to submit the following documents in the order stipulated below:
(i) Evidence of incorporation and registration with CAC
(ii) Genuine Tax Clearance for the proceeding 3 years i.e. 2013, 2014 and 2015
(iii) Evidence of current pension clearance certificate from PENCOM(for year 2015)
(iv) Evidence of compliance certificate with the provision of section 6(1) (3) of the amended Industrial Training Fund (ITF) Act No. 19 of 2011/Payment of Training Contributions to the Industrial Training Fund
(v) Certificate of Compliance with NSITF
(vi) Companies audited accounts for the proceeding 3 years, 2013, 2014 and 2015.
(vii) Evidence of Registration on the BPP’s National Database of Contractors, Consultants and Service Providers
(viii) Profile of the Company including list of similar projects executed, Letter of Awards/completion certificates and curriculum vitae of professionals in the Company’s employment backed by Certificate
(ix) Evidence of financial capability supported with bank statements for the last six months from a reputable bank
(x) Interested Firms MUST NOT submit bids for more than tow (2) lots
(xi) Every submission must be accompanied with an affidavit that all information and documents submitted are true and correct and that no officer of the Commission is a former or present director, shareholder or has any pecuniary interest in the bidder.
(xii) Please note that copies of Tax Clearance and Pencom Certificates will be forwarded to relevant Government Authorities for validation by the Commission in the course of the bidding process.
(xiii) Please note that for: FMEC-1, AD-12, AD-13, IT-9, Sa-2, AD-7, CM-1, SA-1, SA-2, DB-16, ICT-1 and SCR-1. Bidders must have annual turnover of N100,000,000.00 and above.
(xi) Please note that for: AD-10, FS-2, TS-5, DB-1, DB-15, Dap-1, ADp-1, WIC-1 and ECC-1, bidders must have annual turnover of N200,000,000.00 and above
For further information register below with UKTI Nigeria",05/08/2016
A government agency in Nigeria has called for invitation to tender for various projects request for proposal/invitation to tender.,"As part of the efforts to achieve its mandate and in compliance with the requirements of the Public Procurement Act 2007, the agency invites proposals from reputable firms with proven experience to undertake the under-listed projects.
Category A: consultancy
LOT NO. IT-1: Consultancy services to recommend/advice on the Maintenance and Support of the existing ARCGIS Applications
LOT FN-1: Deployment of Revenue Assurance Solution for Nigeria telecommunication Industry
LOT PA-1: Social Media Monitoring/Training
LOT PA-2: Implementation of Corporate Image & Stakeholder Awareness Survey
LOT PA-3: Social Media Monitoring, Guard & Email Marketing
LOT PA-4: Facilitation of Annual Telecoms Stakeholders Summit 2016
LOT NM-1: establishment of Internet Industry Code of Conduct
LOT PC-1: Cost based Study for the Determination of Mobile Voice Termination Rate for Nigerian Telecommunication Industry
LOT IT-3: CCTV Maintenance
LOT IT-15: Renewal of IPNX Internet Bandwidth in the agency
LOT IT-16: Comprehensive IT Tools and Accessories Maintenance
LOT FMHB-1: Facility Management Contract of the Mission’s Head Office
LOT ITP-6: Process Automation and Centralised Database
LOT IT-7A: Document Management Solution 1
LOT IT-7B: Document Management Solution 2
LOT IT-7C: Document Management Solution 3
LOT IT-8: Database Consolidation
LOT IT-3: Enterprise Content Management Solution
LOT ITX-1: Tariff Transparency Portal
LOT PIIT-1: Project Management System
LOT ITX-2: Project Supervisory and Supplier Management Portal
LOT EX-1: Fibre Deployment Study & Framework
LOT SA-9: Development of Online Licensing System
LOT AD-19: Fixed Asset Management Software
LOT DHC-2: Consultancy on Restructuring of Zonal Operations
LOT ECT-1: Development of Local Content in the ICT Industry
LOT ECB-1: Maintenance of ECC Building (LOCATION: Various Locations)
LOT ECQ-1: Maintenance of ECC Equipment (LOCATION: Various Locations)
LOT FMEC-1: Emergency Communication Centre Facility Management Services (LOCATION: Various Locations)
LOT ECC-4: Digital Mapping Solution (LOCATION: Various Locations)
LOT ECC-6: ECC Infrastructure Blueprint for Nigeria (LOCATION: Various Locations)
LOT SAB-2: Consultancy for Broadband Implementation and Monitoring
LOT CP-1: Development & Execution of Change Management Initiative
LOT CP-4: Facilitation of Staff Retreat
LOT TS-7: Consultancy on the Review & Development of New Numbering Plan
LOT FS-5: Consultancy on Conversion from GAAP to IFRS
LOT FS-6: Electronic Archiving of Documents
LOT FS-7: Upgrade of Account Reconciliation
LOT CM-3: Consultancy to Repackage the Surveillance and Intelligence Gathering of the agency
LOT CS-1: Consultancy for the Review and Redesign of the agency’s Secretariat Processes
LOT CA-1: Digital Archiving of all Telecom Programmes
LOT CA-2: Contact Centre Services
LOT PC-4: Development of Comparative Study Model for Retail Tariff
LOT PC-5: Study in Level Of Competition in the Telecom Industry (2010- 2015)
LOT IT-9: Procurement of Additional AFIS Licenses
LOT IT-10: Upgrade of Software Licenses for Networks Operating Centre (NOC)
LOT IT-15: Upgrade of HR-Focus License
LOT IA-1: ACL GRC Software
LOT TS-1: Acquisition of Number Management System (Software) & Automation of the Numbering Application Processes
LOT SA-6: Creation of GIS Database of Deployed Microwaves & Base Stations in Nigeria
Eligibility criteria:
Interested contractors are to submit the following documents in the order stipulated below:
(i) Evidence of incorporation and registration with Corporate Affairs Commission
(ii) Genuine Tax Clearance for the proceeding 3 years i.e. 2013, 2014 and 2015
(iii) Evidence of current pension clearance certificate from PENCOM(for year 2015)
(iv) Evidence of compliance certificate with the provision of section 6(1) (3) of the amended Industrial Training Fund (ITF) Act No. 19 of 2011/Payment of Training Contributions to the Industrial Training Fund
(v) Certificate of Compliance with NSITF
(vi) Companies audited accounts for the proceeding 3 years, 2013, 2014 and 2015.
(vii) Evidence of Registration on the BPP’s National Database of Contractors, Consultants and Service Providers
(viii) Profile of the Company including list of similar projects executed, Letter of Awards/completion certificates and curriculum vitae of professionals in the Company’s employment backed by Certificate
(ix) Evidence of financial capability supported with bank statements for the last six months from a reputable bank
(x) Interested Firms MUST NOT submit bids for more than tow (2) lots
(xi) Every submission must be accompanied with an affidavit that all information and documents submitted are true and correct and that no officer of the Commission is a former or present director, shareholder or has any pecuniary interest in the bidder.
(xii) Please note that copies of Tax Clearance and Pencom Certificates will be forwarded to relevant Government Authorities for validation by the Commission in the course of the bidding process.
(xiii) Please note that for: FMEC-1, AD-12, AD-13, IT-9, Sa-2, AD-7, CM-1, SA-1, SA-2, DB-16, ICT-1 and SCR-1. Bidders must have annual turnover of N100,000,000.00 and above.
(xi) Please note that for: AD-10, FS-2, TS-5, DB-1, DB-15, Dap-1, ADp-1, WIC-1 and ECC-1, bidders must have annual turnover of N200,000,000.00 and above",05/08/2016
"The City of Cape Town is looking for a private partner to unlock the potential of the unfinished highways on the Foreshore. Whether the freeways are demolished, modified or retained, will be decided by feasibility studies by the the private sector.","On Friday, 8 July, the City of Cape Town will issue the prospectus for the development of the Foreshore Freeway Precinct in the CBD. This is an opportunity for urban developers to address the city's traffic woes and affordable housing needs in return for the rights to develop the precinct.
The strip of land is 6ha in size and 140m wide. The city will make the land available to the successful bidder for development in return for the provision of road infrastructure that will resolve the future of the unfinished highways, address current and future traffic congestion, and address the lack of access to and from the CBD.
There are 3 prerequisites for the Foreshore project : 1.Relief congestion 2. Contributing to affordable housing 3. Adding to Cape’s beauty.
It is our estimate that the bidding will close about 3 weeks after opening (approximatle 29 July 2016)
Please register below with UKTI South Africa should you be interested in further information.",29/07/2016
Department of Health seeking rapid implementation of the online tool and smart phone application.,"Requirement to implement online and smart phone application support tools for perinatal depression for the public. This will entail the publication of the tool and application, and then maintaining the service until the cessation of the contract on 30 June 2017.
The Department is seeking a fully-costed submission and detailed project plan to undertake these tasks until 30 June 2017.
The successful Tenderer should outline a cost effective model for the rapid implementation of the online tool and smart phone application.
Please apply below for further information from UKTI Australia.",08/07/2016
The value could be about £ 300K,"A leading oil refinery has issued global tender for supply of Pre-impregnated Charcoal Merox catalyst for its ATF Merox unit, having a capacity of 180 cu.m /hour.
Details of MEROX Reactor:
Loaded volume, 189 m3
Reactor Diameter, 5200 mm
Reactor Tangent Length, 9800 mm
Bed height, 8900 mm
Qty.: 208 cu.m
The vendor should guarantee pressure drop of max. 1 kg / sq cm across the bed of the charcoal catalyst.
UKTI Mumbai, will provide copy of tender notice and specifications to the interested British companies.",07/08/2016
Primary Broadcaster is seeking solutions to manage telephone calls,"Major Broadcaster requires a Radio on-air caller and social media presentation solution
Description: primary public broadcaster that provides content to Australian and international audiences across Television, Radio and Digital platforms, is seeking the provision of a solution to manage and present telephone calls during live Radio broadcasts and other interactions with the audience through SMS and social media.
Close Date & Time: 21st July 2016 
For futher information apply below to UKTI Australia.",14/07/2016
Ambulance Service is seeking solutions from suitably experienced providers.,"Ambulance Service is seeking Proposals for a Dynamic Deployment and Service Delivery Modelling Solution.
The solution is required to include all software, interfaces, options for hardware and hosting, and the ongoing management of the end-to-end solution, incorporating design, development, implementation, integration with other systems, and ongoing operational support including periodic validation of source input data and system 'tuning' to ensure optimum data utilisation and general functioning. 
Closes on Tuesday 9th August 2016",21/07/2016
Electronic Roll Marking System integrated with sending notifications to parents,"Department Of Education requirements:
The provision of an electronic roll marking system which allows schools to provide same-day electronic notification to parents / carers when students are absent without explanation.
System is locally installed at the Customer's site; or
System is externally hosted and provided as 'Software-as-a-Service'.
Integrate seamlessly with a messaging service for the sending of notifications (which may be by email, text or SMS to landline and may need to be sent to multiple contacts e.g. both parents' mobile) or produce relevant reports for importing into a separate messaging service.
Please apply below for further information.",17/07/2016
A local group of apparel manufacturing factories is looking for technology solutions to enhance their efficiency in supplying to UK market.,"Vietsun Corp is a group of apparel factories established in 2007. They produce mainly for EU market and is currently working with clients like Otto, Helly Hansen, but now also expanded to the UK market. Their portfolio includes outerwear, casual wear and work wear – both woven and knitted. To leverage their production efficiency, VietSun is looking for:
(i)	A software to transfer 2D patterns into the 3D simulated garment on a virtual dummy for prototype garment fitting and monitoring.
(ii)	A software to work out the SAM (Standard Allowed Minutes) for garments in production. The purpose is to calculate the time consumption of a specific garment to ensure efficiency.
(iii)	Other IT solutions to streamline our production process and increase efficiency.
(iv)      An UK fabric manufacturer for long term collaboration.
VietSun seek solutions providers with rich experience in the textile & garment manufacturing industry, who can understand their requirements and needs. They are prepared to fly to the UK to engage in further talks on long-term partnership growth. 
CALL TO ACTION:
Interested UK organisations/ companies with relevant experience are advised to contact the British Business Group Vietnam – Business Centre before 30 July 2016 with their profile, statement of capability, evidence of where they have worked and reputation, for follow up with the local company. Details of any prior international experience should also be provided.",30/07/2016
"Provision, administration and data collection of a student perception survey on student engagement","The scope of this project is to provide the Victoria State Government, Department of Education and Training, with a student survey tool based on international best practice to better understand student perceptions of learning and teaching, classroom climate, student engagement and drivers of student performance that result in improved student outcomes. The scope also includes the administration and data collection of the survey, school reporting and a data output file for the Department. The project is to be administered as a pilot with 80 Victorian government schools in 2016 (40 primary schools, 30 secondary schools, 10 combined schools), with the option of a 1 year extension to all Victorian government schools in 2017, solely at the Department’s discretion.
For more information and tender documentation, contact the UKTI Australia team.",21/07/2016
Tasmania State Government - Department of Education seeking a provider for an online education learning management system,"The State of Tasmania Government Department of Education is seeking a provider to host and support a multi-tenanted Learning Management System for K-12, TasTAFE and Tasmanian Prison Service, that enables online learning resources to be delivered to students/learners anywhere, anytime.
For more details and tender documentation, please contact the UKTI Australia team.",13/07/2016
Request for Proposal from Horticulture Innovation Australia,"Horticulture Innovation Australia Limited (Hort Innovation) is a not-for-profit, grower-owned research and development corporation for Australia’s $9.5 billion horticulture industry.
Australia is the world’s major producer of macadamia nuts and is the only Australian native food crop that has seen significant commercial development for local and export markets. Approximately 70% of the crop is exported annually to 40 countries.
This RFP is being funded by the macadamia industry’s R&D levy and Commonwealth matched funds, and has been shaped with input from industry. Project activities should be targeted to increasing the productivity, profitability, competitiveness and sustainability of macadamia growers.
The project will commence in late August 2016 and will be undertaken for five years.
The respondent is to have expertise in the areas of:
• the Australian horticultural industry
• IPM research and extension
• completing medium scale and complex projects, including their monitoring and evaluation
• working with organisations with a similar complexity to Hort Innovation
Click 'APPLY NOW' to receive more information on this opportunity",15/07/2016
Namport requires the services of reputable Service Providers to carry out major repairs to the Side Transfer steel structure section components of the Syncrolift in the Port of Walvis Bay.,"Namport requires the services of reputable Service Providers to carry out major repairs to the Side Transfer steel structure section components of the Syncrolift in the Port of Walvis Bay.
Pre-Bid Meeting / Site Inspection: A Compulsory pre-bid meeting and site inspection will take place on Thursday, 7 July 2016 at 10h00 am. 
Closing date for the tender is Monday 25 July 2016 at 12h00 NOON (Namibian Winter Time). 
For more information please apply below to UKTI Namibia.",25/07/2016
A local environment consultant is looking for representations of UK small wind turbines firms.,"A local environment consultant is looking for representations of UK small wind turbines firms (up to 30kw). 
Wind energy, either in combination with solar or as sole-provision generation with accompanying batteries and inverters are a niche market with potential growth in rural and farming areas, particularly in regions with strong wind potential. Although local suppliers exist, most equipment is Chinese sourced, batteries and inverters are US made.
The UKTI team in Argentina will provide further information on request.",01/12/2016
A local environment consultant is looking for new representations of UK Solar PV and Thermal firms.,"A local environment consultant is looking for new representations of UK Solar PV and Thermal firms (small and/or modular systems). 
Although Argentina has a relatively long history of projects aimed at developing and installing small scale solar thermal and photovoltaic systems, there is a considerable scope for supplying an untapped market. Particularly in the field of self-contained “stand-alone” systems, ideal for rural areas and businesses, there is a shortage of robust and proved systems. Solar thermal has been comparably more developed and there is already a presence of local and foreign suppliers. Most equipment offered to date is Chinese sourced.
The UKTI team in Argentina will provide further information on request.",01/12/2016
